{0., {-3.3975191388945922, -3.397519138894583, -3.241822748697895, 
 -3.241822748697857, -3.2250000000000423, -3.225000000000038, 
 -3.134942817231023, -3.1349428172309444, -3.084481520249073, 
 -3.084481520249054, -3.0798287058698137, -3.0798287058697986, 
 -2.9845481876856326, -2.9845481876856197, -2.9220914066842667, 
 -2.9220914066842436, -2.8928620091440984, -2.8928620091440926, 
 -2.2634757058978145, -2.2634757058977626, -2.2634757058977555, 
 -2.263475705897727, -2.184909761724462, -2.184909761724418, 
 -2.179575872554396, -2.179575872554369, -2.17957587255436, 
 -2.17957587255435, -2.136724300947925, -2.1367243009479235, 
 -2.13672430094791, -2.136724300947889, -2.126432348746031, 
 -2.1264323487460173, -2.0986943375662936, -2.0986943375662763, 
 -2.0750000000000157, -2.0750000000000153, -2.075000000000014, 
 -2.075000000000008, -2.0525302520081046, -2.052530252008095, 
 -2.049106564718982, -2.049106564718966, -2.0025958608872814, 
 -2.002595860887263, -2.0010574025852983, -2.001057402585296, 
 -2.001057402585293, -2.0010574025852876, -1.9831502259718508, 
 -1.983150225971841, -1.9552368353480325, -1.9552368353480223, 
 -1.9552368353480083, -1.955236835348001, -1.9339446897710209, 
 -1.9339446897710115, -1.9339446897710078, -1.9339446897709958, 
 -1.7739204621568576, -1.7739204621568552, -1.7739204621568438, 
 -1.773920462156839, -1.7495716527214025, -1.7495716527214025, 
 -1.7495716527214, -1.7495716527213836, -1.6477122073628718, 
 -1.6477122073628572, -1.6477122073628507, -1.6477122073628436, 
 -1.6218890977358795, -1.6218890977358729, -1.6218890977358629, 
 -1.6218890977358624, -1.612835899604395, -1.6128358996043843, 
 -1.6128358996043828, -1.612835899604382, -1.4423579568827278, 
 -1.4423579568827187, -1.2784217472306252, -1.2784217472306134, 
 -1.2784217472306123, -1.27842174723061, -1.2492634652579162, 
 -1.2492634652578993, -1.2492634652578927, -1.2492634652578867, 
 -1.237524368174959, -1.2375243681749553, -1.2375243681749533, 
 -1.237524368174932, -1.2314825218438108, -1.2314825218437997, 
 -1.2160849831484768, -1.2160849831484724, -1.2160849831484704, 
 -1.2160849831484701, -1.2110042815642343, -1.211004281564217, 
 -1.196160079610228, -1.1961600796102259, -1.1922446759902245, 
 -1.1922446759902212, -1.1814103639916098, -1.1814103639916036, 
 -1.177027002092156, -1.1770270020921547, -1.17702700209215, 
 -1.1770270020921494, -1.1326227510817406, -1.1326227510817362, 
 -1.1326227510817346, -1.1326227510817333, -1.1321750501141947, 
 -1.132175050114186, -1.1251153328976804, -1.1251153328976715}}
{0.03, {-3.5084369728539055, -3.3535500000000824, -3.3219952925636913, 
 -3.286638797603914, -3.183774678036906, -3.183467532324446, 
 -3.161764365515593, -3.0964500000000053, -3.096441683601212, 
 -3.0863676711086883, -3.0636348635729527, -3.054302131726321, 
 -2.9854597807832044, -2.9632136279735346, -2.9146817571990087, 
 -2.906233884721865, -2.8807140987718354, -2.8790726089282597, 
 -2.3436939035155953, -2.343693903515516, -2.265902567214055, 
 -2.2283203075575235, -2.228320307557507, -2.2250562937032097, 
 -2.1833544890343695, -2.1833544890343553, -2.1735499999999917, 
 -2.1735499999999863, -2.153241480857753, -2.153241480857746, 
 -2.1488250550909638, -2.1310720712045423, -2.1310720712045397, 
 -2.1205906363233926, -2.1205906363233886, -2.118117569426928, 
 -2.1039915355326864, -2.0705523576184244, -2.0705523576184026, 
 -2.070271848581881, -2.0488914363973816, -2.0424770102300536, 
 -2.0357998674980986, -2.027806884583938, -1.9963015230862249, 
 -1.9963015230862142, -1.9954144732736798, -1.980022263255797, 
 -1.976450000000001, -1.9764499999999985, -1.9698770671503143, 
 -1.9623888498137756, -1.9473607812961768, -1.9473607812961702, 
 -1.9314763612554193, -1.9314763612554047, -1.92015593174244, 
 -1.9201559317424368, -1.9139423688889439, -1.9139423688889368, 
 -1.8232728418059219, -1.8232728418059128, -1.7662011179484542, 
 -1.7662011179484463, -1.7334715686951312, -1.7334715686951268, 
 -1.724828947874904, -1.7248289478748966, -1.7165195264740452, 
 -1.7165195264740443, -1.6623796238052777, -1.662379623805277, 
 -1.6261201857209588, -1.6261201857209397, -1.5990362237279117, 
 -1.59903622372791, -1.5811505721179941, -1.581150572117989, 
 -1.578898525595687, -1.578898525595686, -1.4547636933779884, 
 -1.4302123475408741, -1.357202407086434, -1.3572024070864195, 
 -1.2840920606615434, -1.284092060661528, -1.2810150790057024, 
 -1.2619360203411882, -1.2613205180879585, -1.2613205180879516, 
 -1.2406043895382937, -1.2383057234263306, -1.2383057234263184, 
 -1.234536507070612, -1.2345365070706036, -1.2236847121124503, 
 -1.2205112113972596, -1.2205081508374096, -1.2205081508374076, 
 -1.2094382800664962, -1.2018068838635292, -1.1998845179391655, 
 -1.1998845179391602, -1.1966838490314968, -1.1966838490314948, 
 -1.1917851828187709, -1.1917851828187616, -1.1820826676208396, 
 -1.1797807062001653, -1.1797807062001617, -1.1746082240913873, 
 -1.1735500000000012, -1.1735499999999959, -1.1602177070574744, 
 -1.1525710932263384, -1.1492946802960744, -1.142280495590469, 
 -1.142280495590461, -1.13845132155954, -1.1384513215595378}}
{0.06, {-3.6193884638626437, -3.482100000000161, -3.402269327849908, 
 -3.2824216034037477, -3.232837427209615, -3.175800380786844, 
 -3.123956217091569, -3.1134528764622735, -3.081834680741933, 
 -3.0478766189450988, -3.0380769463612127, -3.0041065618207776, 
 -2.9678999999999967, -2.919209147443104, -2.8863979332916077, 
 -2.864849233376359, -2.844688346364162, -2.839054027427246, 
 -2.4239988913391777, -2.423998891339055, -2.346953521861942, 
 -2.3236787646170693, -2.2772829989944476, -2.277282998994407, 
 -2.272100000000031, -2.272099999999986, -2.1991979242548116, 
 -2.187071733170214, -2.1701254836276926, -2.1701254836276838, 
 -2.139970802658046, -2.139970802658026, -2.1048536937345483, 
 -2.1048536937345226, -2.103341954803992, -2.1033419548039722, 
 -2.0888226533632004, -2.082832779587223, -2.0828327795872204, 
 -2.0821179960422764, -2.03715829605782, -2.037158296057802, 
 -2.0231709642302516, -2.0202426382447207, -2.00687182666618, 
 -1.999537260561024, -1.9604207085914793, -1.9604207085914667, 
 -1.9554330437138916, -1.9291798542032959, -1.9217350380388452, 
 -1.910841566157882, -1.9059816557148357, -1.9059816557148352, 
 -1.877900000000009, -1.8779000000000023, -1.8728476099441753, 
 -1.8728476099441709, -1.8723948667662464, -1.8723948667662256, 
 -1.861798197035533, -1.8617981970355222, -1.7853213355945674, 
 -1.7853213355945576, -1.78332443149238, -1.78332443149238, 
 -1.717926579552026, -1.7179265795520153, -1.7026603686442752, 
 -1.70266036864427, -1.6760432568302956, -1.6760432568302939, 
 -1.6389242333033287, -1.6389242333033078, -1.584695827691217, 
 -1.5846958276912122, -1.5401193622240763, -1.5401193622240614, 
 -1.5100776141798613, -1.5100776141798364, -1.4674458986844643, 
 -1.4362019947049998, -1.4362019947049975, -1.4183103559678762, 
 -1.34257065268293, -1.331389828755637, -1.3313898287556198, 
 -1.330669122845621, -1.3222538714556649, -1.2859407650644088, 
 -1.2752995286225663, -1.2752995286225577, -1.2721000000000087, 
 -1.2721000000000025, -1.263714874812755, -1.2637148748127538, 
 -1.2512326841795236, -1.2512326841795196, -1.2313503965520394, 
 -1.2279405347360581, -1.2279405347360541, -1.2272033912019162, 
 -1.227203391201907, -1.2251652240255306, -1.2091418977769628, 
 -1.2091418977769488, -1.2057815287654476, -1.1965590830996384, 
 -1.1927415532662948, -1.1768307286733788, -1.176830728673378, 
 -1.1667169274931166, -1.1621000000000015, -1.1620999999999968, 
 -1.1616893779941109, -1.1616893779941015, -1.1599987076690061, 
