{0., {-3.4952155058424923, -3.4952155058424657, -3.354340984267592, 
  -3.354340984267556, -3.282798111915869, -3.282798111915868, 
{0.035, {-3.5827155058424958, -3.407715505842478, -3.406840984267578, 
  -3.3018409842675975, -3.3002981119159016, -3.265298111915855, 
  -2.899913764967923, -2.754540538313351, -2.6549137649678545, 
  -2.6497692345711785, -2.5812552386673966, -2.5795405383133154, 
  -2.5462552386673836, -2.5447692345711648, -2.427421629719583, 
  -2.4274216297195785, -2.3296389734296867, -2.3296389734296836, 
  -2.3224216297195763, -2.32242162971957, -2.294638973429694, 
  -2.294638973429692, -2.0220776451052687, -2.0220776451052607, 
  -1.9970990617428788, -1.9442341047694756, -1.9442341047694736, 
  -1.9115832474771144, -1.8920990617428752, -1.8865205420854707}}
{0.04, {-3.5952155058425084, -3.414340984267579, -3.3952155058424633, 
  -3.3027981119158722, -3.29434098426759, -3.2627981119158758, 
  -2.917413764967887, -2.7670405383133394, -2.6572692345711784, 
  -2.6374137649678424, -2.5837552386673903, -2.5670405383133152, 
  -2.543755238667385, -2.537269234571163, -2.434921629719589, 
  -2.4349216297195726, -2.332138973429696, -2.332138973429681, 
  -2.3149216297195836, -2.314921629719579, -2.292138973429693, 
  -2.292138973429688, -2.0345776451052644, -2.0345776451052573, 
  -2.0045990617428684, -1.9517341047694674, -1.951734104769466, 
  -1.9140832474771243, -1.9049999999999985, -1.8890205420854749}}
{0.045, {-3.6077155058424806, -3.4218409842675674, -3.3827155058424223, 
  -3.3052981119158797, -3.2868409842675823, -3.2602981119158643, 
  -2.934913764967883, -2.7795405383133422, -2.664769234571161, 
  -2.619913764967843, -2.5862552386673685, -2.5545405383133186, 
  -2.541255238667386, -2.529769234571161, -2.442421629719593, 
  -2.4424216297195853, -2.334638973429689, -2.33463897342968, 
  -2.3074216297195727, -2.3074216297195638, -2.289638973429697, 
  -2.289638973429684, -2.047077645105257, -2.0470776451052566, 
  -2.012099061742875, -1.9592341047694664, -1.959234104769463, 
  -1.9274999999999938, -1.9165832474771125, -1.8915205420854728}}
{0.05, {-3.6202155058425167, -3.4293409842675957, -3.3702155058424457, 
  -3.307798111915872, -3.2793409842675967, -3.2577981119158816, 
  -2.9524137649678783, -2.79204053831337, -2.6722692345711936, 
  -2.6024137649678507, -2.5887552386673853, -2.5420405383133335, 
  -2.5387552386673917, -2.522269234571155, -2.4499216297195754, 
  -2.449921629719557, -2.3371389734296946, -2.337138973429671, 
  -2.299921629719576, -2.2999216297195746, -2.2871389734296974, 
  -2.287138973429694, -2.0595776451052616, -2.0595776451052528, 
  -2.019599061742871, -1.9667341047694686, -1.966734104769458, 
  -1.9499999999999953, -1.9190832474771127, -1.8940205420854683}}
{0.055, {-3.632715505842489, -3.436840984267572, -3.357715505842465, 
  -3.310298111915865, -3.2718409842675826, -3.2552981119158724, 
  -2.9699137649679077, -2.804540538313363, -2.679769234571164, 
  -2.5912552386673844, -2.5849137649678617, -2.5362552386673975, 
  -2.52954053831336, -2.5147692345711716, -2.4574216297195797, 
  -2.457421629719572, -2.3396389734296847, -2.3396389734296688, 
  -2.2924216297195845, -2.2924216297195708, -2.2846389734297032, 
  -2.284638973429695, -2.0720776451052636, -2.0720776451052636, 
  -2.0270990617428652, -1.9742341047694605, -1.9742341047694536, 
  -1.9725000000000001, -1.9215832474771257, -1.896520542085473}}
{0.06, {-3.6452155058425015, -3.4443409842675976, -3.345215505842457, 
  -3.312798111915875, -3.264340984267586, -3.252798111915882, 
  -2.987413764967876, -2.817040538313361, -2.6872692345711777, 
  -2.5937552386673968, -2.567413764967853, -2.533755238667392, 
  -2.5170405383133287, -2.507269234571187, -2.464921629719576, 
  -2.464921629719566, -2.342138973429702, -2.3421389734296874, 
  -2.284921629719585, -2.28492162971957, -2.2821389734297006, 
  -2.282138973429685, -2.084577645105266, -2.084577645105262, 
  -2.034599061742877, -1.994999999999999, -1.9817341047694703, 
  -1.9817341047694579, -1.9240832474771314, -1.8990205420854755}}
{0.065, {-3.65771550584249, -3.4518409842675952, -3.332715505842441, 
  -3.315298111915862, -3.256840984267584, -3.250298111915878, 
  -3.0049137649678856, -2.829540538313339, -2.6947692345711927, 
  -2.5962552386673856, -2.5499137649678616, -2.5312552386673812, 
  -2.5045405383133303, -2.4997692345711724, -2.4724216297195882, 
  -2.4724216297195776, -2.344638973429705, -2.3446389734296935, 
  -2.279638973429694, -2.279638973429688, -2.2774216297195786, 
  -2.2774216297195755, -2.097077645105254, -2.0970776451052537, 
  -2.0420990617428965, -2.0175000000000023, -1.989234104769463, 
  -1.9892341047694617, -1.9265832474771245, -1.9015205420854717}}
{0.07, {-3.6702155058424837, -3.4593409842675933, -3.320215505842453, 
  -3.317798111915877, -3.249340984267574, -3.247798111915872, 
  -3.022413764967861, -2.8420405383133467, -2.7022692345711943, 
  -2.5987552386674033, -2.5324137649678526, -2.528755238667393, 
  -2.492269234571173, -2.4920405383133404, -2.479921629719588, 
  -2.4799216297195796, -2.347138973429694, -2.3471389734296833, 
  -2.2771389734296954, -2.277138973429682, -2.2699216297195846, 
  -2.269921629719573, -2.1095776451052752, -2.1095776451052726, 
  -2.0495990617428683, -2.040000000000001, -1.9967341047694709, 
  -1.9967341047694593, -1.929083247477125, -1.9040205420854817}}
{0.075, {-3.6827155058424976, -3.466840984267605, -3.3202981119158532, 
  -3.3077155058424363, -3.245298111915867, -3.2418409842675837, 
  -3.0399137649678756, -2.854540538313368, -2.7097692345711812, 
  -2.6012552386674006, -2.5262552386673973, -2.514913764967853, 
  -2.4874216297195875, -2.4874216297195746, -2.4847692345711674, 
  -2.4795405383133167, -2.3496389734297067, -2.3496389734296828, 
  -2.274638973429701, -2.2746389734296817, -2.26242162971958, 
  -2.2624216297195767, -2.1220776451052585, -2.1220776451052545, 
  -2.062499999999991, -2.057099061742863, -2.004234104769473, 
  -2.004234104769459, -1.9315832474771155, -1.9065205420854718}}
{0.08, {-3.695215505842504, -3.4743409842676494, -3.3227981119158945, 
  -3.295215505842462, -3.242798111915888, -3.2343409842675883, 
  -3.0574137649678628, -2.867040538313368, -2.717269234571194, 
  -2.6037552386674108, -2.5237552386673903, -2.4974137649678396, 
  -2.494921629719572, -2.494921629719568, -2.477269234571164, 
  -2.467040538313348, -2.352138973429697, -2.3521389734296907, 
  -2.272138973429696, -2.2721389734296835, -2.254921629719584, 
  -2.254921629719567, -2.1345776451052614, -2.134577645105252, 
  -2.0849999999999986, -2.064599061742873, -2.01173410476947, 
  -2.0117341047694666, -1.9340832474771237, -1.9090205420854824}}
{0.085, {-3.7077155058424993, -3.48184098426761, -3.325298111915893, 
  -3.282715505842433, -3.24029811191586, -3.226840984267568, 
  -3.0749137649678797, -2.8795405383133574, -2.7247692345711934, 
  -2.6062552386674054, -2.5212552386674054, -2.502421629719576, 
  -2.5024216297195636, -2.479913764967844, -2.469769234571167, 
  -2.4545405383133425, -2.3546389734297035, -2.3546389734297004, 
  -2.269638973429692, -2.269638973429688, -2.2474216297195855, 
  -2.2474216297195757, -2.147077645105263, -2.14707764510526, 
  -2.1074999999999915, -2.0720990617428687, -2.019234104769457, 
  -2.019234104769452, -1.9365832474771194, -1.9213022022774566}}
{0.09, {-3.7202155058425084, -3.489340984267617, -3.3277981119158686, 
  -3.2702155058424394, -3.2377981119158656, -3.2193409842675718, 
  -3.092413764967863, -2.8920405383133545, -2.7322692345711572, 
  -2.6087552386673893, -2.518755238667381, -2.50992162971959, 
  -2.5099216297195603, -2.4624137649678555, -2.4622692345711705, 
  -2.4420405383133343, -2.357138973429693, -2.3571389734296813, 
  -2.2671389734296836, -2.267138973429677, -2.23992162971958, 
  -2.2399216297195728, -2.1595776451052795, -2.1595776451052684, 
  -2.1299999999999977, -2.0795990617428917, -2.026734104769482, 
  -2.0267341047694587, -1.939083247477122, -1.9388022022774538}}
{0.095, {-3.7327155058424926, -3.496840984267613, -3.330298111915843, 
  -3.2577155058424365, -3.2352981119158555, -3.211840984267566, 
  -3.1099137649678528, -2.9045405383133494, -2.7397692345711775, 
  -2.6112552386673875, -2.517421629719584, -2.517421629719555, 
  -2.516255238667372, -2.454769234571166, -2.444913764967829, 
  -2.4295405383133306, -2.3596389734296954, -2.3596389734296848, 
  -2.2646389734297006, -2.264638973429693, -2.232421629719563, 
  -2.2324216297195623, -2.172077645105261, -2.172077645105249, 
  -2.1525000000000105, -2.0870990617428813, -2.034234104769462, 
  -2.0342341047694563, -1.9563022022774454, -1.9415832474771297}}
{0.1, {-3.745215505842504, -3.504340984267646, -3.332798111915868, 
  -3.2452155058424625, -3.2327981119158826, -3.204340984267582, 
  -3.1274137649678733, -2.917040538313345, -2.74726923457118, 
  -2.613755238667393, -2.5249216297195813, -2.5249216297195805, 
  -2.5137552386673896, -2.4472692345711615, -2.4274137649678473, 
  -2.417040538313323, -2.3621389734297007, -2.3621389734296887, 
  -2.2621389734296957, -2.262138973429687, -2.2249216297195824, 
  -2.2249216297195797, -2.1845776451052665, -2.184577645105259, 
  -2.174999999999991, -2.0945990617428643, -2.0417341047694606, 
  -2.0417341047694535, -1.9738022022774624, -1.944083247477129}}
{0.105, {-3.757715505842489, -3.511840984267633, -3.33529811191588, 
  -3.23271550584247, -3.230298111915884, -3.1968409842675753, 
  -3.1449137649678582, -2.9295405383133555, -2.7547692345711994, 
  -2.616255238667424, -2.532421629719576, -2.532421629719567, 
  -2.5112552386673985, -2.4397692345711652, -2.409913764967852, 
  -2.4045405383133502, -2.3646389734297024, -2.364638973429695, 
  -2.259638973429693, -2.259638973429689, -2.217421629719583, 
  -2.2174216297195755, -2.197500000000007, -2.1970776451052623, 
  -2.1970776451052565, -2.1020990617428765, -2.0492341047694627, 
  -2.049234104769462, -1.9913022022774645, -1.9465832474771279}}
{0.11, {-3.7702155058424953, -3.5193409842676173, -3.3377981119158955, 
  -3.2277981119158667, -3.2202155058424355, -3.189340984267566, 
  -3.162413764967876, -2.9420405383133503, -2.762269234571183, 
  -2.618755238667425, -2.539921629719576, -2.5399216297195664, 
  -2.5087552386674172, -2.43226923457118, -2.392413764967847, 
  -2.3920405383133336, -2.3671389734296926, -2.3671389734296837, 
  -2.2571389734296936, -2.2571389734296936, -2.2200000000000046, 
  -2.2099216297195694, -2.209921629719566, -2.209577645105252, 
  -2.2095776451052513, -2.1095990617428755, -2.0567341047694647, 
  -2.056734104769458, -2.0088022022774634, -1.9490832474771373}}
{0.115, {-3.782715505842502, -3.526840984267621, -3.3402981119158803, 
  -3.2252981119158677, -3.2077155058424416, -3.1818409842675632, 
  -3.179913764967865, -2.9545405383133403, -2.7697692345711644, 
  -2.6212552386674037, -2.5474216297195724, -2.5474216297195706, 
  -2.506255238667387, -2.4247692345711607, -2.37954053831333, 
  -2.3749137649678453, -2.3696389734296837, -2.369638973429679, 
  -2.254638973429687, -2.254638973429684, -2.2424999999999935, 
  -2.222077645105251, -2.222077645105247, -2.2024216297195762, 
  -2.2024216297195727, -2.1170990617428616, -2.0642341047694663, 
  -2.06423410476945, -2.026302202277454, -1.9515832474771275}}
{0.12, {-3.7952155058425037, -3.5343409842676303, -3.3427981119158976, 
  -3.2227981119158624, -3.1974137649678354, -3.195215505842439, 
  -3.174340984267568, -2.9670405383133516, -2.7772692345711825, 
  -2.6237552386674072, -2.554921629719581, -2.5549216297195745, 
  -2.5037552386673854, -2.4172692345711524, -2.372138973429701, 
  -2.3721389734296854, -2.367040538313342, -2.3574137649678444, 
  -2.265000000000005, -2.2521389734296964, -2.2521389734296964, 
  -2.2345776451052646, -2.2345776451052637, -2.194921629719578, 
  -2.1949216297195715, -2.1245990617428725, -2.0717341047694626, 
  -2.071734104769461, -2.043802202277459, -1.9540832474771173}}
{0.125, {-3.80771550584249, -3.5418409842676297, -3.3452981119158913, 
  -3.2202981119158722, -3.214913764967854, -3.1827155058424506, 
  -3.166840984267571, -2.9795405383133597, -2.784769234571193, 
  -2.6262552386674045, -2.5624216297195774, -2.5624216297195703, 
  -2.501255238667396, -2.40976923457118, -2.374638973429703, 
  -2.374638973429689, -2.3545405383133162, -2.3399137649678607, 
  -2.287499999999995, -2.249638973429693, -2.2496389734296875, 
  -2.247077645105263, -2.2470776451052603, -2.1874216297195774, 
  -2.1874216297195717, -2.132099061742887, -2.0792341047694656, 
  -2.0792341047694625, -2.061302202277446, -1.9565832474771065}}
{0.13, {-3.8202155058424996, -3.5493409842676398, -3.347798111915898, 
  -3.2324137649678453, -3.2177981119158967, -3.170215505842453, 
  -3.1593409842675744, -2.992040538313352, -2.7922692345712083, 
  -2.6287552386673863, -2.569921629719575, -2.569921629719573, 
  -2.4987552386674055, -2.4022692345711527, -2.377138973429695, 
  -2.3771389734296733, -2.342040538313335, -2.322413764967856, 
  -2.31000000000001, -2.259577645105267, -2.259577645105252, 
  -2.2471389734296903, -2.2471389734296823, -2.1799216297195714, 
  -2.179921629719569, -2.1395990617428726, -2.086734104769461, 
  -2.086734104769455, -2.078802202277458, -1.9590832474771143}}
{0.135, {-3.832715505842497, -3.556840984267648, -3.350298111915902, 
  -3.249913764967847, -3.21529811191587, -3.157715505842445, 
  -3.1518409842675617, -3.004540538313382, -2.7997692345711918, 
  -2.6312552386673924, -2.577421629719579, -2.5774216297195696, 
  -2.496255238667399, -2.394769234571169, -2.3796389734296923, 
  -2.379638973429689, -2.332500000000001, -2.3295405383133265, 
  -2.304913764967843, -2.2720776451052607, -2.2720776451052527, 
  -2.2446389734296877, -2.244638973429683, -2.1724216297195764, 
  -2.172421629719572, -2.14709906174288, -2.096302202277466, 
  -2.094234104769471, -2.0942341047694613, -1.9615832474771187}}
{0.14, {-3.8452155058424866, -3.5643409842676332, -3.3527981119158587, 
  -3.2674137649678396, -3.2127981119158586, -3.14521550584245, 
  -3.1443409842675742, -3.0170405383133554, -2.8072692345711916, 
  -2.6337552386673977, -2.5849216297195774, -2.584921629719574, 
  -2.4937552386674096, -2.3872692345711672, -2.382138973429691, 
  -2.3821389734296896, -2.355000000000009, -2.317040538313333, 
  -2.28741376496785, -2.2845776451052675, -2.2845776451052493, 
  -2.2421389734296993, -2.242138973429683, -2.164921629719574, 
  -2.1649216297195726, -2.154599061742873, -2.1138022022774554, 
  -2.101734104769466, -2.101734104769458, -1.9640832474771304}}
{0.145, {-3.8577155058424997, -3.571840984267668, -3.3552981119158667, 
  -3.284913764967845, -3.210298111915849, -3.136840984267574, 
  -3.1327155058424494, -3.0295405383133462, -2.8147692345711826, 
  -2.6362552386673985, -2.5924216297195826, -2.592421629719581, 
  -2.491255238667416, -2.384638973429692, -2.384638973429685, 
  -2.3797692345711696, -2.3774999999999915, -2.304540538313326, 
  -2.2970776451052686, -2.2970776451052535, -2.2699137649678454, 
  -2.239638973429688, -2.239638973429686, -2.162099061742867, 
  -2.1574216297195736, -2.157421629719564, -2.131302202277456, 
  -2.1092341047694707, -2.109234104769469, -1.9665832474771097}}
{0.15, {-3.8702155058424985, -3.5793409842676622, -3.3577981119158733, 
  -3.3024137649678638, -3.2077981119158703, -3.1293409842675914, 
  -3.120215505842467, -3.0420405383133597, -2.82226923457119, 
  -2.6387552386674153, -2.599921629719588, -2.5999216297195686, 
  -2.48875523866739, -2.400000000000017, -2.3871389734296944, 
  -2.3871389734296917, -2.372269234571169, -2.3095776451052665, 
  -2.309577645105254, -2.292040538313328, -2.252413764967862, 
  -2.237138973429699, -2.2371389734296816, -2.169599061742891, 
  -2.1499216297195827, -2.1499216297195773, -2.1488022022774693, 
  -2.1167341047694648, -2.1167341047694617, -1.9690832474771247}}
{0.155, {-3.8827155058424934, -3.586840984267652, -3.3602981119158977, 
  -3.319913764967842, -3.2052981119158575, -3.1218409842675654, 
  -3.1077155058424295, -3.054540538313324, -2.82976923457118, 
  -2.6412552386673958, -2.607421629719594, -2.6074216297195556, 
  -2.4862552386673844, -2.4225000000000114, -2.389638973429695, 
  -2.3896389734296855, -2.3647692345711713, -2.322077645105259, 
  -2.322077645105258, -2.279540538313321, -2.234913764967846, 
  -2.234638973429699, -2.234638973429674, -2.177099061742867, 
  -2.166302202277448, -2.14242162971958, -2.142421629719566, 
  -2.124234104769469, -2.124234104769466, -1.971583247477117}}
{0.16, {-3.895215505842488, -3.594340984267638, -3.362798111915867, 
  -3.337413764967842, -3.202798111915873, -3.11434098426758, 
  -3.095215505842454, -3.067040538313332, -2.8372692345711874, 
  -2.6437552386673984, -2.614921629719596, -2.6149216297195848, 
  -2.483755238667398, -2.445000000000004, -2.3921389734296943, 
  -2.3921389734296894, -2.3572692345711643, -2.3345776451052656, 
  -2.3345776451052647, -2.267040538313328, -2.232138973429688, 
  -2.232138973429682, -2.2174137649678616, -2.1845990617428828, 
  -2.1838022022774615, -2.1349216297195786, -2.1349216297195697, 
  -2.131734104769469, -2.1317341047694676, -1.9740832474771282}}
{0.165, {-3.9077155058425, -3.601840984267649, -3.3652981119158696, 
  -3.3549137649678644, -3.2002981119158793, -3.106840984267564, 
  -3.082715505842432, -3.0795405383133385, -2.8447692345711775, 
  -2.646255238667395, -2.622421629719573, -2.622421629719562, 
  -2.481255238667393, -2.4675000000000025, -2.3946389734296902, 
  -2.394638973429683, -2.3497692345711636, -2.347077645105261, 
  -2.3470776451052577, -2.2545405383133246, -2.229638973429698, 
  -2.2296389734296804, -2.2013022022774655, -2.1999137649678584, 
  -2.192099061742881, -2.139234104769465, -2.1392341047694616, 
  -2.1274216297195756, -2.1274216297195734, -1.9765832474771192}}
{0.17, {-3.9202155058425276, -3.6093409842676736, -3.3724137649678414, 
  -3.367798111915911, -3.1977981119158496, -3.09934098426757, 
  -3.0920405383133343, -3.0702155058424396, -2.8522692345711693, 
  -2.648755238667375, -2.629921629719588, -2.6299216297195818, 
  -2.4899999999999984, -2.4787552386673783, -2.3971389734296737, 
  -2.397138973429669, -2.359577645105265, -2.359577645105254, 
  -2.342269234571169, -2.2420405383133324, -2.227138973429683, 
  -2.2271389734296823, -2.2188022022774487, -2.199599061742866, 
  -2.182413764967835, -2.146734104769467, -2.146734104769459, 
  -2.1199216297195758, -2.1199216297195633, -1.9790832474771267}}
{0.17500000000000002, {-3.932715505842501, -3.616840984267679, 
  -3.3899137649678646, -3.370298111915894, -3.195298111915859, 
  -3.1045405383133406, -3.09184098426758, -3.057715505842448, 
  -2.8597692345712034, -2.6512552386673836, -2.6374216297195736, 
  -2.6374216297195665, -2.5125000000000037, -2.4762552386674157, 
  -2.3996389734296835, -2.3996389734296804, -2.372077645105256, 
  -2.3720776451052465, -2.334769234571157, -2.23630220227746, 
  -2.229540538313338, -2.224638973429696, -2.2246389734296828, 
  -2.207099061742879, -2.164913764967856, -2.154234104769465, 
  -2.154234104769465, -2.1124216297195724, -2.1124216297195724, 
  -1.9874717971739673}}
{0.18, {-3.9452155058425133, -3.624340984267679, -3.407413764967885, 
  -3.3727981119159174, -3.1927981119159, -3.1170405383133213, 
  -3.084340984267562, -3.045215505842467, -2.867269234571195, 
  -2.6537552386674133, -2.644921629719594, -2.6449216297195517, 
  -2.5349999999999895, -2.4737552386674118, -2.4021389734296994, 
  -2.4021389734296927, -2.384577645105266, -2.3845776451052654, 
  -2.327269234571157, -2.25380220227746, -2.222138973429692, 
  -2.2221389734296855, -2.217040538313323, -2.214599061742876, 
  -2.161734104769466, -2.161734104769457, -2.147413764967842, 
  -2.1049216297195827, -2.1049216297195774, -1.9999717971739526}}
{0.185, {-3.9577155058424927, -3.631840984267639, -3.424913764967866, 
  -3.3752981119158956, -3.190298111915884, -3.129540538313324, 
  -3.076840984267587, -3.03271550584246, -2.8747692345711955, 
  -2.656255238667396, -2.6524216297195835, -2.6524216297195746, 
  -2.557499999999998, -2.4712552386673936, -2.404638973429692, 
  -2.404638973429689, -2.397077645105262, -2.3970776451052584, 
  -2.319769234571166, -2.2713022022774605, -2.2220990617428837, 
  -2.2196389734297006, -2.219638973429681, -2.204540538313312, 
  -2.169234104769473, -2.1692341047694583, -2.1299137649678475, 
  -2.0974216297195736, -2.097421629719572, -2.0124717971739456}}
{0.19, {-3.97021550584251, -3.639340984267704, -3.4424137649678856, 
  -3.3777981119158964, -3.1877981119158663, -3.142040538313342, 
  -3.069340984267582, -3.0202155058424527, -2.882269234571211, 
  -2.6599216297195856, -2.6599216297195754, -2.6587552386673927, 
  -2.5800000000000063, -2.468755238667391, -2.4095776451052555, 
  -2.4095776451052493, -2.4071389734296944, -2.4071389734296904, 
  -2.312269234571179, -2.2888022022774575, -2.229599061742878, 
  -2.2171389734296922, -2.217138973429687, -2.192040538313327, 
  -2.176734104769463, -2.176734104769452, -2.1124137649678456, 
  -2.0899216297195764, -2.0899216297195764, -2.024971797173971}}
{0.195, {-3.982715505842495, -3.646840984267685, -3.459913764967876, 
  -3.3802981119158932, -3.185298111915853, -3.1545405383133396, 
  -3.061840984267543, -3.007715505842456, -2.8897692345712023, 
  -2.6674216297195756, -2.66742162971957, -2.6612552386673953, 
  -2.602499999999997, -2.4662552386673777, -2.4220776451052655, 
  -2.422077645105264, -2.4096389734296952, -2.409638973429693, 
  -2.3063022022774593, -2.3047692345711672, -2.237099061742868, 
  -2.2146389734296945, -2.2146389734296785, -2.1842341047694767, 
  -2.1842341047694607, -2.179540538313332, -2.0949137649678535, 
  -2.0824216297195783, -2.0824216297195686, -2.0374717971739553}}
{0.2, {-3.9952155058425056, -3.654340984267689, -3.477413764967869, 
  -3.3827981119159234, -3.1827981119158677, -3.167040538313329, 
  -3.0543409842675797, -2.99521550584244, -2.8972692345711777, 
  -2.674921629719582, -2.67492162971958, -2.663755238667392, 
  -2.624999999999995, -2.4637552386673804, -2.4345776451052523, 
  -2.4345776451052465, -2.412138973429691, -2.4121389734296907, 
  -2.323802202277468, -2.2972692345711714, -2.244599061742887, 
  -2.2121389734296977, -2.212138973429696, -2.1917341047694694, 
  -2.191734104769461, -2.1670405383133406, -2.077413764967841, 
  -2.074921629719581, -2.074921629719564, -2.049971797173971}}
{0.20500000000000002, {-4.007715505842474, -3.661840984267622, 
  -3.4949137649678597, -3.385298111915913, -3.1802981119158784, 
  -3.179540538313346, -3.0468409842675763, -2.9827155058424704, 
  -2.9047692345711797, -2.6824216297195704, -2.6824216297195687, 
  -2.6662552386673806, -2.647500000000001, -2.461255238667392, 
  -2.4470776451052694, -2.4470776451052614, -2.4146389734296987, 
  -2.414638973429691, -2.3413022022774577, -2.28976923457116, 
  -2.252099061742872, -2.209638973429683, -2.1992341047694546, 
  -2.1545405383133263, -2.0674216297195653, -2.06247179717396, 
  -2.0599137649678507, -2.0425000000000004, -1.9965832474771226, 
  -1.9715205420854747}}
{0.21, {-4.020215505842494, -3.6693409842676434, -3.512413764967862, 
  -3.387798111915882, -3.1920405383133508, -3.1777981119158683, 
  -3.039340984267595, -2.9702155058424506, -2.912269234571183, 
  -2.6899216297195805, -2.6899216297195623, -2.669999999999999, 
  -2.668755238667381, -2.4595776451052638, -2.4595776451052513, 
  -2.4587552386673783, -2.417138973429695, -2.417138973429687, 
  -2.358802202277453, -2.2822692345711633, -2.25959906174286, 
  -2.2071389734296805, -2.206734104769457, -2.1420405383133287, 
  -2.074971797173953, -2.059999999999998, -2.0599216297195677, 
  -2.0424137649678453, -1.9990832474771214, -1.9740205420854675}}
{0.215, {-4.032715505842473, -3.6768409842676206, -3.529913764967886, 
