{0., {-3.4952155058424923, -3.4952155058424657, -3.354340984267592, 
  -3.354340984267556, -3.282798111915869, -3.282798111915868, 
  -2.7937552386673827, -2.6999717971739656, -2.6643409842675845, 
  -2.6345990617428825, -2.581734104769469, -2.581734104769457, 
  -2.542138973429692, -2.5421389734296826, -2.5331477780693086, 
  -2.418984862091163, -2.418984862091163, -2.345215505842445, 
  -2.3337552386673828, -2.1917363147538187, -2.128879240502052}}
{0.465, {-4.657715505842511, -4.404913764967898, -4.051840984267626, 
  -3.829540538313337, -3.8175000000000074, -3.51529811191591, 
  -3.2947692345711768, -3.2513022022774862, -3.097077645105269, 
  -3.097077645105254, -3.072421629719569, -3.072421629719559, 
  -3.050298111915878, -2.952500000000026, -2.9524999999999997, 
  -2.7962552386673902, -2.7124717971739636, -2.656840984267578, 
  -2.642099061742875, -2.589234104769473, -2.589234104769459, 
  -2.5456477780693056, -2.5446389734296977, -2.544638973429685, 
  -2.431484862091179, -2.4314848620911595, -2.3327155058424585, 
  -2.3312552386673993, -2.199236314753811, -2.1363792405020416}}
{0.47000000000000003, {-4.670215505842554, -4.4224137649679225, 
  -4.059340984267602, -3.8420405383133316, -3.839999999999989, 
  -3.5177981119159076, -3.3022692345711717, -3.268802202277459, 
  -3.109577645105259, -3.109577645105256, -3.079921629719581, 
  -3.0799216297195713, -3.047798111915873, -2.9699999999999913, 
  -2.969999999999991, -2.7987552386673933, -2.7249717971739633, 
  -2.6495990617428777, -2.649340984267581, -2.5967341047694705, 
  -2.596734104769465, -2.558147778069318, -2.5471389734296968, 
  -2.54713897342969, -2.4439848620911646, -2.4439848620911566, 
  -2.328755238667379, -2.320215505842449, -2.206736314753822, 
  -2.1438792405020424}}
{0.47500000000000003, {-4.682715505842477, -4.4399137649679, 
  -4.066840984267629, -3.8624999999999976, -3.854540538313346, 
  -3.5202981119158823, -3.3097692345711596, -3.2863022022774704, 
  -3.12207764510525, -3.122077645105236, -3.0874216297195893, 
  -3.087421629719568, -3.0452981119158555, -2.9875000000000003, 
  -2.9874999999999887, -2.8012552386673875, -2.7374717971739657, 
  -2.657099061742862, -2.6418409842675747, -2.6042341047694606, 
  -2.604234104769452, -2.5706477780693096, -2.549638973429692, 
  -2.5496389734296847, -2.4564848620911643, -2.4564848620911555, 
  -2.3262552386673816, -2.3077155058424474, -2.214236314753816, 
  -2.151379240502041}}
{0.48, {-4.695215505842478, -4.457413764967862, -4.07434098426764, 
  -3.8850000000000016, -3.8670405383133177, -3.5227981119158787, 
  -3.317269234571163, -3.303802202277445, -3.1345776451052547, 
  -3.1345776451052516, -3.0949216297195843, -3.0949216297195545, 
  -3.042798111915858, -3.00500000000001, -3.0049999999999897, 
  -2.803755238667394, -2.7499717971739672, -2.6645990617428574, 
  -2.634340984267574, -2.6117341047694635, -2.6117341047694578, 
  -2.583147778069306, -2.552138973429688, -2.5521389734296833, 
  -2.4689848620911667, -2.468984862091157, -2.3237552386673865, 
  -2.2952155058424495, -2.2217363147538114, -2.158879240502043}}
{0.485, {-4.707715505842489, -4.474913764967905, -4.081840984267636, 
  -3.9074999999999984, -3.8795405383133583, -3.525298111915896, 
  -3.3247692345711632, -3.3213022022774537, -3.1470776451052718, 
  -3.147077645105253, -3.102421629719574, -3.1024216297195637, 
  -3.040298111915888, -3.0225000000000213, -3.022499999999996, 
  -2.8062552386673856, -2.7624717971739643, -2.672099061742877, 
  -2.6268409842675853, -2.619234104769478, -2.619234104769476, 
  -2.595647778069314, -2.554638973429688, -2.5546389734296833, 
  -2.4814848620911683, -2.4814848620911647, -2.321255238667378, 
  -2.28271550584245, -2.2292363147538206, -2.168213822104857}}
{0.49, {-4.720215505842514, -4.492413764967902, -4.089340984267606, 
  -3.929999999999997, -3.89204053831336, -3.5277981119158985, 
  -3.33880220227747, -3.3322692345711915, -3.159577645105265, 
  -3.1595776451052613, -3.109921629719589, -3.10992162971958, 
  -3.0400000000000165, -3.0399999999999885, -3.037798111915868, 
  -2.808755238667406, -2.7749717971739756, -2.6795990617428687, 
  -2.6267341047694694, -2.6267341047694606, -2.619340984267573, 
  -2.608147778069316, -2.557138973429693, -2.5571389734296863, 
  -2.4939848620911738, -2.4939848620911658, -2.31875523866739, 
  -2.270215505842456, -2.2367363147538164, -2.1807138221048628}}
{0.495, {-4.732715505842475, -4.509913764967887, -4.096840984267622, 
  -3.952499999999997, -3.904540538313347, -3.53029811191589, 
  -3.3563022022774507, -3.3397692345711785, -3.172077645105261, 
  -3.1720776451052353, -3.11742162971958, -3.1174216297195763, 
  -3.0575000000000117, -3.0574999999999943, -3.0352981119158793, 
  -2.811255238667385, -2.7874717971739464, -2.6870990617428654, 
  -2.634234104769449, -2.634234104769448, -2.620647778069299, 
  -2.6118409842675754, -2.5596389734296845, -2.559638973429679, 
  -2.5064848620911633, -2.506484862091163, -2.3162552386673805, 
  -2.25771550584245, -2.2442363147538176, -2.193213822104847}}
{0.5, {-4.745215505842493, -4.527413764967897, -4.104340984267597, 
  -3.974999999999991, -3.9170405383133557, -3.532798111915904, 
  -3.3738022022774583, -3.347269234571182, -3.184577645105268, 
  -3.1845776451052528, -3.1249216297195845, -3.1249216297195734, 
  -3.075000000000022, -3.0749999999999855, -3.032798111915895, 
  -2.8137552386674107, -2.7999717971739555, -2.694599061742873, 
  -2.641734104769469, -2.641734104769464, -2.6331477780693135, 
  -2.604340984267578, -2.5621389734296898, -2.562138973429684, 
  -2.5189848620911692, -2.5189848620911603, -2.3137552386673805, 
  -2.251736314753822, -2.2452155058424506, -2.2057138221048533}}
{0.505, {-4.757715505842503, -4.54491376496789, -4.111840984267618, 
  -3.997500000000016, -3.9295405383133497, -3.535298111915885, 
  -3.391302202277454, -3.3547692345711693, -3.197077645105269, 
  -3.197077645105236, -3.1324216297195795, -3.132421629719577, 
  -3.0925000000000225, -3.0925000000000007, -3.0302981119158745, 
  -2.816255238667396, -2.812471797173962, -2.7020990617428637, 
  -2.6492341047694663, -2.6492341047694654, -2.645647778069314, 
  -2.5968409842675877, -2.564638973429692, -2.564638973429686, 
  -2.5314848620911685, -2.531484862091151, -2.3112552386673766, 
  -2.2592363147538235, -2.2327155058424504, -2.2182138221048513}}
{0.51, {-4.770215505842466, -4.562413764967892, -4.1193409842675734, 
  -4.020000000000008, -3.9420405383133685, -3.537798111915902, 
  -3.4088022022774536, -3.362269234571194, -3.209577645105278, 
  -3.2095776451052727, -3.1399216297195753, -3.139921629719572, 
  -3.1100000000000088, -3.1099999999999994, -3.027798111915874, 
  -2.824971797173961, -2.818755238667393, -2.7095990617428787, 
  -2.6581477780693206, -2.656734104769466, -2.656734104769453, 
  -2.58934098426757, -2.5671389734296874, -2.5671389734296866, 
  -2.5439848620911643, -2.543984862091154, -2.3087552386673793, 
  -2.266736314753811, -2.230713822104857, -2.220215505842455}}
{0.515, {-4.782715505842468, -4.579913764967888, -4.1268409842676075, 
  -4.042500000000002, -3.9545405383133656, -3.540298111915881, 
  -3.4263022022774545, -3.3697692345711623, -3.2220776451052657, 
  -3.222077645105258, -3.147421629719597, -3.147421629719579, 
  -3.127500000000002, -3.1275000000000017, -3.0252981119158933, 
  -2.8374717971739685, -2.8212552386674026, -2.7170990617428754, 
  -2.6706477780693207, -2.6642341047694678, -2.6642341047694584, 
  -2.5818409842675663, -2.569638973429698, -2.569638973429686, 
  -2.5564848620911667, -2.5564848620911502, -2.306255238667392, 
  -2.274236314753817, -2.2432138221048565, -2.215030915246798}}
{0.52, {-4.795215505842486, -4.5974137649678735, -4.1343409842675864, 
  -4.064999999999981, -3.967040538313367, -3.5427981119158893, 
  -3.443802202277447, -3.3772692345711706, -3.2345776451052695, 
  -3.2345776451052686, -3.154921629719574, -3.1549216297195666, 
  -3.145000000000007, -3.144999999999996, -3.0227981119159018, 
  -2.849971797173972, -2.8237552386673883, -2.7245990617428784, 
  -2.683147778069308, -2.6717341047694663, -2.671734104769465, 
  -2.5743409842675735, -2.572138973429691, -2.572138973429688, 
  -2.568984862091167, -2.568984862091163, -2.3037552386673896, 
  -2.281736314753821, -2.2557138221048536, -2.2325309152467967}}
{0.525, {-4.80771550584245, -4.614913764967907, -4.1418409842675805, 
  -4.087499999999978, -3.979540538313365, -3.5452981119158973, 
  -3.4613022022774533, -3.3847692345711704, -3.2470776451052616, 
  -3.2470776451052434, -3.162500000000011, -3.1625000000000045, 
  -3.1624216297195793, -3.162421629719571, -3.0202981119158894, 
  -2.8624717971739573, -2.826255238667392, -2.7320990617428724, 
  -2.69564777806931, -2.679234104769465, -2.6792341047694572, 
  -2.581484862091168, -2.581484862091154, -2.574638973429686, 
  -2.5746389734296824, -2.5668409842675706, -2.3012552386673932, 
  -2.2892363147538215, -2.268213822104851, -2.2500309152467866}}
{0.53, {-4.820215505842494, -4.632413764967887, -4.149340984267605, 
  -4.109999999999999, -3.9920405383133817, -3.5477981119158937, 
  -3.4788022022774627, -3.3922692345711867, -3.2595776451052783, 
  -3.259577645105262, -3.1800000000000086, -3.179999999999994, 
  -3.1699216297195734, -3.1699216297195663, -3.017798111915885, 
  -2.874971797173953, -2.8287552386673824, -2.739599061742869, 
  -2.7081477780693173, -2.6867341047694726, -2.6867341047694686, 
  -2.593984862091174, -2.593984862091157, -2.577138973429694, 
  -2.5771389734296823, -2.559340984267575, -2.298755238667389, 
  -2.2967363147538165, -2.280713822104851, -2.267530915246793}}
{0.535, {-4.83271550584249, -4.649913764967895, -4.15684098426761, 
  -4.132500000000022, -4.00454053831335, -3.550298111915886, 
  -3.496302202277456, -3.3997692345711634, -3.2720776451052678, 
  -3.2720776451052482, -3.197500000000009, -3.1975000000000082, 
  -3.177421629719592, -3.177421629719577, -3.015298111915879, 
  -2.8874717971739767, -2.8312552386674015, -2.7470990617428948, 
  -2.720647778069314, -2.6942341047694813, -2.694234104769462, 
  -2.606484862091165, -2.606484862091162, -2.579638973429689, 
  -2.5796389734296836, -2.5518409842675776, -2.304236314753821, 
  -2.29625523866739, -2.293213822104853, -2.2850309152467934}}
{0.54, {-4.845215505842454, -4.667413764967898, -4.16434098426762, 
  -4.15500000000003, -4.01704053831335, -3.5527981119158913, 
  -3.5138022022774726, -3.4072692345711775, -3.2845776451052506, 
  -3.2845776451052444, -3.2150000000000087, -3.2149999999999945, 
  -3.1849216297196024, -3.1849216297195797, -3.0127981119158944, 
  -2.8999717971739463, -2.8337552386673854, -2.7545990617428844, 
  -2.7331477780693176, -2.7017341047694674, -2.701734104769461, 
  -2.6189848620911684, -2.6189848620911653, -2.5821389734297027, 
  -2.58213897342969, -2.5443409842675875, -2.311736314753822, 
  -2.305713822104858, -2.3025309152467934, -2.2937552386673894}}
{0.545, {-4.857715505842487, -4.684913764967878, -4.177500000000013, 
  -4.171840984267594, -4.029540538313362, -3.5552981119158744, 
  -3.531302202277443, -3.414769234571163, -3.2970776451052655, 
  -3.2970776451052486, -3.232500000000001, -3.2324999999999826, 
  -3.192421629719585, -3.192421629719577, -3.0102981119158594, 
  -2.912471797173957, -2.836255238667369, -2.7620990617428705, 
  -2.7456477780693103, -2.7092341047694717, -2.709234104769462, 
  -2.6314848620911744, -2.6314848620911566, -2.5846389734296853, 
  -2.58463897342967, -2.536840984267574, -2.320030915246793, 
  -2.3192363147538146, -2.3182138221048536, -2.2912552386673943}}
{0.55, {-4.870215505842456, -4.7024137649679, -4.20000000000001, 
  -4.179340984267566, -4.042040538313354, -3.5577981119158775, 
  -3.5488022022774706, -3.4222692345711643, -3.3095776451052603, 
  -3.30957764510525, -3.2500000000000115, -3.249999999999998, 
  -3.1999216297195705, -3.1999216297195625, -3.007798111915881, 
  -2.92497179717397, -2.8387552386673742, -2.769599061742874, 
  -2.758147778069317, -2.7167341047694684, -2.716734104769466, 
  -2.6439848620911723, -2.6439848620911643, -2.587138973429701, 
  -2.5871389734296923, -2.5293409842675785, -2.3375309152468, 
  -2.3307138221048556, -2.326736314753821, -2.2887552386673855}}
{0.555, {-4.88271550584247, -4.719913764967917, -4.222500000000049, 
  -4.186840984267592, -4.0545405383133435, -3.566302202277468, 
  -3.560298111915886, -3.429769234571177, -3.322077645105254, 
  -3.322077645105252, -3.267500000000007, -3.267499999999998, 
  -3.207421629719582, -3.2074216297195624, -3.0052981119158684, 
  -2.937471797173978, -2.8412552386673866, -2.7770990617428684, 
  -2.7706477780693053, -2.724234104769465, -2.7242341047694554, 
  -2.656484862091167, -2.6564848620911614, -2.5896389734296967, 
  -2.589638973429689, -2.5218409842675906, -2.355030915246794, 
  -2.343213822104848, -2.334236314753815, -2.286255238667394}}
{0.56, {-4.895215505842484, -4.737413764967895, -4.245000000000047, 
  -4.1943409842675905, -4.067040538313375, -3.5838022022774916, 
  -3.562798111915904, -3.437269234571183, -3.3345776451052735, 
  -3.334577645105247, -3.2850000000000246, -3.284999999999989, 
  -3.214921629719607, -3.2149216297195955, -3.00279811191586, 
  -2.9499717971739465, -2.8437552386674074, -2.7845990617428855, 
  -2.7831477780693206, -2.731734104769474, -2.7317341047694716, 
  -2.668984862091182, -2.668984862091158, -2.5921389734296914, 
  -2.592138973429681, -2.514340984267588, -2.3725309152467906, 
  -2.3557138221048763, -2.355713822104852, -2.341736314753823}}
{0.5650000000000001, {-4.907715505842464, -4.754913764967876, 
  -4.2675000000000365, -4.201840984267573, -4.079540538313359, 
  -3.601302202277484, -3.5652981119159084, -3.4447692345711807, 
  -3.3470776451052577, -3.3470776451052555, -3.302499999999997, 
  -3.3024999999999842, -3.2224216297195776, -3.222421629719557, 
  -3.000298111915865, -2.962471797173984, -2.846255238667407, 
  -2.795647778069316, -2.792099061742887, -2.7392341047694684, 
  -2.739234104769456, -2.6814848620911773, -2.681484862091162, 
  -2.5946389734296926, -2.5946389734296806, -2.506840984267586, 
  -2.390030915246781, -2.3682138221048556, -2.3492363147538216, 
  -2.2972352863196464}}
{0.5700000000000001, {-4.920215505842494, -4.772413764967912, 
  -4.290000000000056, -4.209340984267597, -4.092040538313372, 
  -3.6188022022775104, -3.5677981119158946, -3.4522692345711867, 
  -3.359577645105245, -3.359577645105241, -3.3199999999999896, 
  -3.3199999999999856, -3.2299216297196143, -3.2299216297195508, 
  -2.9977981119158996, -2.974971797173985, -2.848755238667386, 
  -2.808147778069321, -2.7995990617428808, -2.746734104769482, 
  -2.7467341047694616, -2.6939848620911744, -2.693984862091169, 
  -2.5971389734297103, -2.597138973429688, -2.4993409842675662, 
  -2.4075309152467885, -2.3807138221048847, -2.3807138221048523, 
  -2.3567363147538285}}
{0.5750000000000001, {-4.932715505842469, -4.789913764967879, 
  -4.312500000000039, -4.216840984267559, -4.104540538313355, 
  -3.6363022022774882, -3.570298111915891, -3.4597692345711444, 
  -3.3720776451052608, -3.372077645105237, -3.3375000000000186, 
  -3.3375000000000057, -3.2374216297195852, -3.237421629719583, 
  -2.9952981119158855, -2.9874717971739466, -2.851255238667404, 
  -2.8206477780693144, -2.8070990617428846, -2.75423410476948, 
  -2.7542341047694645, -2.7064848620911874, -2.706484862091154, 
  -2.599638973429685, -2.5996389734296765, -2.491840984267579, 
  -2.4250309152467953, -2.393213822104868, -2.393213822104842, 
  -2.3642363147538097}}
{0.58, {-4.945215505842441, -4.8074137649679365, -4.335000000000057, 
  -4.224340984267586, -4.117040538313366, -3.6538022022774714, 
  -3.572798111915881, -3.467269234571138, -3.3845776451052623, 
  -3.3845776451052547, -3.355000000000021, -3.3550000000000093, 
  -3.2449216297195984, -3.244921629719571, -2.9999717971739686, 
  -2.992798111915885, -2.853755238667385, -2.833147778069316, 
  -2.814599061742876, -2.7617341047694577, -2.7617341047694572, 
  -2.7189848620911707, -2.718984862091158, -2.602138973429688, 
  -2.602138973429679, -2.484340984267548, -2.44253091524679, 
  -2.40571382210486, -2.4057138221048553, -2.3717363147538224}}
{0.585, {-4.957715505842494, -4.824913764967911, -4.357500000000029, 
  -4.23184098426758, -4.12954053831337, -3.6713022022774964, 
  -3.5752981119158767, -3.4747692345711596, -3.397077645105258, 
  -3.397077645105255, -3.3724999999999934, -3.3724999999999863, 
  -3.252421629719619, -3.2524216297195685, -3.0124717971739963, 
  -2.9902981119158976, -2.856255238667385, -2.8456477780693072, 
  -2.822099061742874, -2.7692341047694615, -2.769234104769454, 
  -2.731484862091187, -2.731484862091166, -2.604638973429708, 
  -2.604638973429696, -2.476840984267578, -2.460030915246805, 
  -2.4182138221048626, -2.4182138221048435, -2.3792363147538307}}
{0.59, {-4.970215505842481, -4.8424137649678975, -4.380000000000052, 
  -4.239340984267563, -4.142040538313401, -3.68880220227752, 
  -3.577798111915884, -3.4822692345711608, -3.4095776451052537, 
  -3.4095776451052484, -3.390000000000002, -3.389999999999999, 
  -3.2599216297196176, -3.2599216297195746, -3.024971797173976, 
  -2.987798111915887, -2.8587552386673933, -2.858147778069316, 
  -2.829599061742874, -2.776734104769455, -2.776734104769452, 
  -2.7439848620911858, -2.7439848620911613, -2.60713897342971, 
  -2.6071389734296786, -2.477530915246788, -2.469340984267563, 
  -2.4307138221048645, -2.4307138221048468, -2.3867363147538136}}
{0.595, {-4.982715505842492, -4.859913764967907, -4.402500000000078, 
  -4.246840984267599, -4.154540538313364, -3.7063022022775445, 
  -3.5802981119158717, -3.4897692345711864, -3.4220776451052717, 
  -3.4220776451052473, -3.4075000000000095, -3.407499999999992, 
  -3.267421629719625, -3.2674216297195575, -3.0374717971739877, 
  -2.9852981119158875, -2.8706477780693276, -2.861255238667391, 
  -2.8370990617428724, -2.7842341047694785, -2.784234104769475, 
  -2.756484862091179, -2.7564848620911606, -2.609638973429694, 
  -2.6096389734296896, -2.495030915246816, -2.461840984267566, 
  -2.443213822104867, -2.4432138221048647, -2.394236314753833}}
{0.6, {-4.995215505842419, -4.87741376496787, -4.425000000000032, 
  -4.254340984267571, -4.167040538313372, -3.723802202277489, 
  -3.5827981119158823, -3.4972692345711605, -3.4345776451052568, 
  -3.4345776451052443, -3.425000000000032, -3.4249999999999865, 
  -3.274921629719597, -3.274921629719571, -3.0499717971739706, 
  -2.9827981119158653, -2.883147778069311, -2.863755238667396, 
  -2.844599061742876, -2.791734104769475, -2.791734104769459, 
  -2.7689848620911666, -2.7689848620911532, -2.612138973429709, 
  -2.612138973429688, -2.5125309152468027, -2.4557138221048493, 
  -2.4543409842675685, -2.4017363147538218, -2.384735286319639}}
{0.605, {-5.007715505842457, -4.894913764967899, -4.4475000000000815, 
  -4.261840984267616, -4.179540538313371, -3.741302202277518, 
  -3.5852981119158662, -3.5047692345711616, -3.447077645105263, 
  -3.4470776451052516, -3.442500000000011, -3.442500000000008, 
  -3.2824216297195914, -3.2824216297195723, -3.0624717971739517, 
  -2.9802981119158716, -2.8956477780693137, -2.8662552386673927, 
  -2.8520990617428783, -2.799234104769467, -2.799234104769458, 
  -2.7814848620911694, -2.781484862091159, -2.6146389734296944, 
  -2.6146389734296815, -2.5300309152468046, -2.4682138221048633, 
  -2.468213822104859, -2.4468409842675753, -2.4092363147538123}}
{0.61, {-5.020215505842445, -4.9124137649679485, -4.470000000000096, 
  -4.269340984267541, -4.192040538313373, -3.758802202277519, 
  -3.5877981119158973, -3.512269234571177, -3.4600000000000057, 
  -3.4600000000000057, -3.459577645105294, -3.459577645105242, 
  -3.289921629719575, -3.2899216297195593, -3.0749717971739443, 
  -2.977798111915862, -2.9081477780693112, -2.8687552386673905, 
  -2.8595990617428684, -2.806734104769469, -2.8067341047694647, 
  -2.793984862091172, -2.793984862091165, -2.6171389734296975, 
  -2.6171389734296904, -2.547530915246789, -2.4807138221048612, 
  -2.48071382210484, -2.4393409842675724, -2.4167363147538174}}
{0.615, {-5.032715505842444, -4.92991376496791, -4.4925000000000574, 
  -4.276840984267588, -4.2045405383133385, -3.7763022022775146, 
  -3.590298111915895, -3.5197692345711795, -3.477500000000018, 
  -3.4774999999999943, -3.4720776451052764, -3.4720776451052564, 
  -3.297421629719618, -3.2974216297195826, -3.087471797173963, 
  -2.975298111915869, -2.9206477780693176, -2.8712552386674006, 
  -2.8670990617428824, -2.8142341047694845, -2.81423410476945, 
  -2.806484862091184, -2.8064848620911484, -2.619638973429694, 
  -2.6196389734296845, -2.565030915246796, -2.4932138221048654, 
  -2.4932138221048565, -2.4318409842675823, -2.424236314753813}}
{0.62, {-5.0452155058424815, -4.947413764967914, -4.515000000000132, 
  -4.284340984267578, -4.217040538313378, -3.7938022022775577, 
  -3.592798111915884, -3.527269234571185, -3.4950000000000148, 
  -3.4950000000000085, -3.484577645105267, -3.4845776451052526, 
  -3.304921629719617, -3.304921629719597, -3.0999717971739833, 
  -2.9727981119158513, -2.9331477780693085, -2.87459906174287, 
  -2.873755238667388, -2.821734104769469, -2.821734104769461, 
  -2.8189848620911744, -2.818984862091168, -2.622138973429715, 
  -2.622138973429683, -2.582530915246807, -2.5057138221048563, 
  -2.5057138221048483, -2.434735286319667, -2.434735286319648}}
{0.625, {-5.057715505842458, -4.964913764967903, -4.537500000000108, 
  -4.291840984267619, -4.229540538313376, -3.8113022022775263, 
  -3.595298111915904, -3.5347692345711823, -3.5125000000000104, 
  -3.512499999999991, -3.4970776451052785, -3.4970776451052705, 
  -3.312421629719608, -3.312421629719562, -3.1124717971739684, 
  -2.9702981119158602, -2.9456477780693175, -2.882099061742895, 
  -2.876255238667407, -2.8314848620911777, -2.831484862091164, 
  -2.829234104769476, -2.8292341047694682, -2.624638973429692, 
  -2.6246389734296907, -2.600030915246806, -2.5182138221048698, 
  -2.5182138221048693, -2.44723528631965, -2.4472352863196427}}
{0.63, {-5.070215505842429, -4.982413764967899, -4.5600000000000644, 
  -4.299340984267579, -4.242040538313345, -3.8288022022775277, 
  -3.5977981119158677, -3.5422692345711644, -3.5299999999999905, 
  -3.52999999999999, -3.5095776451052627, -3.5095776451052614, 
  -3.319921629719587, -3.319921629719577, -3.124971797173995, 
  -2.967798111915864, -2.9581477780693075, -2.889599061742876, 
  -2.8787552386674027, -2.8439848620911614, -2.843984862091156, 
  -2.8367341047694596, -2.8367341047694588, -2.6271389734296995, 
  -2.6271389734296666, -2.6175309152468085, -2.530713822104871, 
  -2.530713822104855, -2.4597352863196473, -2.459735286319644}}
{0.635, {-5.082715505842445, -4.999913764967931, -4.582500000000102, 
  -4.306840984267598, -4.254540538313337, -3.846302202277519, 
  -3.6002981119159045, -3.5497692345711935, -3.547500000000036, 
  -3.547500000000004, -3.522077645105266, -3.522077645105251, 
  -3.3274216297196153, -3.3274216297195816, -3.137471797174002, 
  -2.970647778069322, -2.965298111915883, -2.89709906174289, 
  -2.8812552386673964, -2.8564848620911656, -2.856484862091165, 
  -2.844234104769474, -2.8442341047694715, -2.635030915246808, 
  -2.629638973429696, -2.629638973429688, -2.543213822104869, 
  -2.543213822104864, -2.4722352863196573, -2.472235286319647}}
{0.64, {-5.095215505842444, -5.0174137649679, -4.605000000000127, 
  -4.314340984267587, -4.267040538313346, -3.863802202277539, 
  -3.602798111915899, -3.5650000000000106, -3.5649999999999937, 
  -3.557269234571168, -3.5345776451052684, -3.5345776451052515, 
  -3.3349216297196222, -3.334921629719579, -3.1499717971740124, 
  -2.983147778069299, -2.9627981119158746, -2.904599061742888, 
  -2.883755238667387, -2.868984862091165, -2.868984862091158, 
  -2.851734104769473, -2.851734104769464, -2.6525309152467926, 
  -2.6321389734296887, -2.6321389734296887, -2.555713822104866, 
  -2.555713822104851, -2.4847352863196486, -2.4847352863196384}}
{0.645, {-5.10771550584247, -5.034913764967919, -4.627500000000118, 
  -4.321840984267613, -4.279540538313356, -3.8813022022775394, 
  -3.605298111915898, -3.582500000000013, -3.582499999999991, 
  -3.564769234571179, -3.5470776451052752, -3.5470776451052517, 
  -3.342421629719598, -3.342421629719564, -3.1624717971740046, 
  -2.995647778069281, -2.9602981119158773, -2.9120990617428713, 
  -2.8862552386673923, -2.881484862091166, -2.8814848620911477, 
  -2.8592341047694707, -2.859234104769462, -2.670030915246795, 
  -2.6346389734296958, -2.634638973429683, -2.5682138221048563, 
  -2.5682138221048527, -2.497235286319654, -2.49723528631964}}
{0.65, {-5.120215505842466, -5.052413764967915, -4.65000000000011, 
  -4.329340984267625, -4.292040538313386, -3.898802202277525, 
  -3.6077981119158973, -3.60000000000001, -3.6000000000000094, 
  -3.5722692345711713, -3.5595776451052745, -3.5595776451052688, 
  -3.34992162971958, -3.3499216297195638, -3.174971797173983, 
  -3.0081477780693047, -2.9577981119158836, -2.9195990617428667, 
  -2.8939848620911626, -2.8939848620911586, -2.8887552386673985, 
  -2.866734104769469, -2.8667341047694648, -2.687530915246814, 
  -2.6371389734297104, -2.637138973429689, -2.5807138221048653, 
  -2.5807138221048556, -2.5097352863196516, -2.5097352863196494}}
{0.655, {-5.132715505842474, -5.069913764967912, -4.672500000000097, 
  -4.3368409842675995, -4.3045405383133435, -3.9163022022775182, 
  -3.617500000000017, -3.6174999999999966, -3.610298111915872, 
  -3.5797692345711654, -3.572077645105259, -3.572077645105246, 
  -3.3574216297196133, -3.35742162971958, -3.1874717971739757, 
  -3.020647778069321, -2.955298111915877, -2.9270990617428643, 
  -2.90648486209117, -2.9064848620911627, -2.8912552386673895, 
  -2.8742341047694624, -2.8742341047694513, -2.7050309152468146, 
  -2.6396389734296912, -2.639638973429686, -2.593213822104855, 
  -2.5932138221048455, -2.5222352863196527, -2.5222352863196313}}
{0.66, {-5.145215505842479, -5.087413764967931, -4.695000000000088, 
  -4.344340984267644, -4.31704053831337, -3.9338022022775236, 
  -3.635000000000031, -3.6349999999999962, -3.6127981119158976, 
  -3.587269234571155, -3.58457764510527, -3.5845776451052695, 
  -3.3649216297195905, -3.364921629719539, -3.199971797173999, 
  -3.0331477780693046, -2.9527981119158713, -2.9345990617428765, 
  -2.918984862091169, -2.9189848620911656, -2.893755238667401, 
  -2.8817341047694733, -2.881734104769452, -2.7225309152468067, 
  -2.6421389734296907, -2.6421389734296836, -2.605713822104854, 
  -2.6057138221048537, -2.534735286319636, -2.5347352863196337}}
{0.665, {-5.157715505842449, -5.104913764967876, -4.717500000000055, 
  -4.351840984267559, -4.329540538313327, -3.951302202277502, 
  -3.652500000000037, -3.6524999999999843, -3.6152981119158745, 
  -3.5970776451052706, -3.5970776451052586, -3.5947692345711677, 
  -3.372421629719611, -3.3724216297195713, -3.212471797173971, 
  -3.0456477780693123, -2.950298111915874, -2.9420990617428715, 
  -2.931484862091167, -2.9314848620911627, -2.8962552386673783, 
  -2.8892341047694705, -2.8892341047694576, -2.7400309152467934, 
  -2.6446389734296925, -2.6446389734296845, -2.6182138221048605, 
  -2.6182138221048388, -2.5472352863196552, -2.547235286319653}}
{0.67, {-5.1702155058424575, -5.122413764967918, -4.74000000000015, 
  -4.359340984267627, -4.342040538313361, -3.9688022022775207, 
  -3.670000000000024, -3.6699999999999813, -3.617798111915887, 
  -3.6095776451052664, -3.609577645105266, -3.60226923457117, 
  -3.3799216297196284, -3.37992162971958, -3.224971797173988, 
  -3.0581477780693174, -2.9495990617428807, -2.9477981119158723, 
  -2.943984862091174, -2.9439848620911695, -2.898755238667387, 
  -2.896734104769461, -2.896734104769457, -2.757530915246801, 
  -2.64713897342969, -2.647138973429682, -2.6307138221048567, 
  -2.6307138221048505, -2.559735286319659, -2.559735286319654}}
{0.675, {-5.182715505842463, -5.139913764967911, -4.762500000000102, 
  -4.366840984267595, -4.354540538313373, -3.9863022022774723, 
  -3.6875000000000426, -3.687500000000001, -3.6220776451052554, 
  -3.6220776451052537, -3.620298111915872, -3.6097692345711554, 
  -3.387421629719589, -3.3874216297195727, -3.2374717971739813, 
  -3.070647778069309, -2.957099061742876, -2.956484862091168, 
  -2.956484862091163, -2.945298111915879, -2.904234104769474, 
  -2.9042341047694653, -2.901255238667397, -2.7750309152468056, 
  -2.6496389734297, -2.6496389734296932, -2.643213822104859, 
  -2.6432138221048533, -2.572235286319658, -2.572235286319652}}
